UUID,legislative_body,bill_number,status,status_date,title,description,legiscan_url,last_action
US-SB297,US,SB297,Introduced,2025-01-29,PSA Screening for HIM Act Prostate-Specific Antigen Screening for High-risk Insured Men Act,"A bill to amend title XXVII of the Public Health Service Act to require group health plans and health insurance issuers offering group or individual health insurance coverage to provide coverage for prostate cancer screenings without the imposition of cost-sharing requirements, and for other purposes.",https://legiscan.com/US/bill/SB297/2025,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
US-SB298,US,SB298,Introduced,2025-01-29,Returning SBA to Main Street Act,"A bill to require the Administrator of the Small Business Administration to relocate 30 percent of the employees assigned to headquarters to duty stations outside the Washington metropolitan area, and for other purposes.",https://legiscan.com/US/bill/SB298/2025,Committee on Small Business and Entrepreneurship. Ordered to be reported with an amendment favorably.
US-SB299,US,SB299,Introduced,2025-01-29,"A bill to establish a competitive grant program to support the establishment, expansion, or enhancement of youth mentoring programs for eligible youth, and to provide for social and emotional learning, employability skill development, career exploration, work-based learning, and other youth workforce opportunities.","A bill to establish a competitive grant program to support the establishment, expansion, or enhancement of youth mentoring programs for eligible youth, and to provide for social and emotional learning, employability skill development, career exploration, work-based learning, and other youth workforce opportunities.",https://legiscan.com/US/bill/SB299/2025,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S482-484)"
US-SB300,US,SB300,Introduced,2025-01-29,DLARA Disaster Loan Accountability and Reform Act,"A bill to improve accountability in the disaster loan program of the Small Business Administration, and for other purposes.",https://legiscan.com/US/bill/SB300/2025,Committee on Small Business and Entrepreneurship. Ordered to be reported with an amendment in the nature of a substitute favorably.
US-SB301,US,SB301,Introduced,2025-01-29,"A bill to authorize the appropriation of $10,000,000,000 to the Department of Defense for military support to secure the borders of the United States.","A bill to authorize the appropriation of $10,000,000,000 to the Department of Defense for military support to secure the borders of the United States.",https://legiscan.com/US/bill/SB301/2025,Read twice and referred to the Committee on Armed Services.
US-SB302,US,SB302,Introduced,2025-01-29,"A bill to amend the Food and Nutrition Act of 2008 to improve the calculation and reduce the taxpayer cost of payment errors under the supplemental nutrition assistance program, and for other purposes.","A bill to amend the Food and Nutrition Act of 2008 to improve the calculation and reduce the taxpayer cost of payment errors under the supplemental nutrition assistance program, and for other purposes.",https://legiscan.com/US/bill/SB302/2025,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
US-SB303,US,SB303,Introduced,2025-01-29,A bill to amend the Consumer Financial Protection Act of 2010 to limit to $0 the amount that the Director of the Bureau of Consumer Financial Protection may request to fund the activities of the Bureau.,A bill to amend the Consumer Financial Protection Act of 2010 to limit to $0 the amount that the Director of the Bureau of Consumer Financial Protection may request to fund the activities of the Bureau.,https://legiscan.com/US/bill/SB303/2025,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
US-SB304,US,SB304,Introduced,2025-01-29,A bill to amend section 301 of the Immigration and Nationality Act to clarify those classes of individuals born in the United States who are nationals and citizens of the United States at birth.,A bill to amend section 301 of the Immigration and Nationality Act to clarify those classes of individuals born in the United States who are nationals and citizens of the United States at birth.,https://legiscan.com/US/bill/SB304/2025,Read twice and referred to the Committee on the Judiciary.
US-SB305,US,SB305,Introduced,2025-01-29,Small Business Technological Act of 2025,"A bill to authorize small business loans to finance access to modern business software, and for other purposes.",https://legiscan.com/US/bill/SB305/2025,Read twice and referred to the Committee on Small Business and Entrepreneurship.
US-SB306,US,SB306,Introduced,2025-01-29,Fire Ready Nation Act of 2025,"A bill to establish and maintain a coordinated program within the National Oceanic and Atmospheric Administration that improves wildfire, fire weather, fire risk, and wildfire smoke related forecasting, detection, modeling, observations, and service delivery, and for other purposes.",https://legiscan.com/US/bill/SB306/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably."
US-SB307,US,SB307,Introduced,2025-01-29,Prison Staff Safety Enhancement Act,"A bill to address sexual harassment and sexual assault of Bureau of Prisons staff in prisons, and for other purposes.",https://legiscan.com/US/bill/SB307/2025,Read twice and referred to the Committee on the Judiciary.
US-SB308,US,SB308,Introduced,2025-01-29,"A bill to modify the annual and aggregate limits of Federal Unsubsidized Stafford Loans for graduate and professional students, and to terminate Federal Direct PLUS Loans for graduate and professional students, and for other purposes.","A bill to modify the annual and aggregate limits of Federal Unsubsidized Stafford Loans for graduate and professional students, and to terminate Federal Direct PLUS Loans for graduate and professional students, and for other purposes.",https://legiscan.com/US/bill/SB308/2025,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
US-SB309,US,SB309,Introduced,2025-01-29,A PLUS Act Academic Partnerships Lead Us to Success Act,A bill to allow a State to submit a declaration of intent to the Secretary of Education to combine certain funds to improve the academic achievement of students.,https://legiscan.com/US/bill/SB309/2025,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
US-SB310,US,SB310,Introduced,2025-01-29,Build Housing with Care Act of 2025,"A bill to establish a grant program to address the crisis in accessing affordable housing and child care through the co-location of housing and child care, and for other purposes.",https://legiscan.com/US/bill/SB310/2025,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
US-SB311,US,SB311,Introduced,2025-01-29,A bill to amend the Internal Revenue Code of 1986 to provide incentives for education.,A bill to amend the Internal Revenue Code of 1986 to provide incentives for education.,https://legiscan.com/US/bill/SB311/2025,Read twice and referred to the Committee on Finance.
US-SB312,US,SB312,Introduced,2025-01-29,A bill to establish a Federal tort against pediatric gender clinics and other entities pushing gender-transition procedures that cause bodily injury to children or harm the mental health of children.,A bill to establish a Federal tort against pediatric gender clinics and other entities pushing gender-transition procedures that cause bodily injury to children or harm the mental health of children.,https://legiscan.com/US/bill/SB312/2025,Read twice and referred to the Committee on the Judiciary.
US-SB313,US,SB313,Introduced,2025-01-29,"A bill to restrict United States voluntary and assessed contributions to the United Nations, and for other purposes.","A bill to restrict United States voluntary and assessed contributions to the United Nations, and for other purposes.",https://legiscan.com/US/bill/SB313/2025,Read twice and referred to the Committee on Foreign Relations.
US-SB314,US,SB314,Introduced,2025-01-29,Hotel Fees Transparency Act of 2025,"A bill to prohibit unfair and deceptive advertising of prices for hotel rooms and other places of short-term lodging, and for other purposes.",https://legiscan.com/US/bill/SB314/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably."
US-SB315,US,SB315,Introduced,2025-01-29,AM Radio for Every Vehicle Act of 2025,"A bill to require the Secretary of Transportation to issue a rule requiring access to AM broadcast stations in passenger motor vehicles, and for other purposes.",https://legiscan.com/US/bill/SB315/2025,"Committee on Commerce, Science, and Transportation. Ordered to be reported with an amendment in the nature of a substitute favorably."
US-SB316,US,SB316,Introduced,2025-01-29,"A bill to direct the Secretary of the Interior to reissue a final rule relating to removing the Greater Yellowstone Ecosystem population of grizzly bears from the Federal list of endangered and threatened wildlife, and for other purposes.","A bill to direct the Secretary of the Interior to reissue a final rule relating to removing the Greater Yellowstone Ecosystem population of grizzly bears from the Federal list of endangered and threatened wildlife, and for other purposes.",https://legiscan.com/US/bill/SB316/2025,Read twice and referred to the Committee on Environment and Public Works.
US-SB317,US,SB317,Introduced,2025-01-29,Charitable Act,A bill to amend the Internal Revenue Code of 1986 to modify and extend the deduction for charitable contributions for individuals not itemizing deductions.,https://legiscan.com/US/bill/SB317/2025,Read twice and referred to the Committee on Finance.
